,combination,extinction_size,wv,wy
395,BY_y_cv0.05_cy0.40,115.11206971252396,0.05,0.4
396,BY_y_cv0.05_cy0.41,119.61440921274588,0.05,0.41
397,BY_y_cv0.05_cy0.42,124.49888273333563,0.05,0.42
398,BY_y_cv0.05_cy0.43,129.8911662948309,0.05,0.43
399,BY_y_cv0.05_cy0.44,135.82813700781355,0.05,0.44
400,BY_y_cv0.05_cy0.45,142.3671130154759,0.05,0.45
401,BY_y_cv0.05_cy0.46,149.59744027856033,0.05,0.46
402,BY_y_cv0.05_cy0.47,157.65060607927606,0.05,0.47
403,BY_y_cv0.05_cy0.48,166.5793176479425,0.05,0.48
404,BY_y_cv0.05_cy0.49,176.54214290875387,0.05,0.49
405,BY_y_cv0.05_cy0.50,187.76343885189675,0.05,0.5
406,BY_y_cv0.05_cy0.51,200.2819743445771,0.05,0.51
407,BY_y_cv0.05_cy0.52,214.4168627969872,0.05,0.52
408,BY_y_cv0.05_cy0.53,230.3594060741545,0.05,0.53
409,BY_y_cv0.05_cy0.54,248.28855637351813,0.05,0.54
410,BY_y_cv0.05_cy0.55,268.74753143065186,0.05,0.55
411,BY_y_cv0.05_cy0.56,291.9302604036588,0.05,0.56
412,BY_y_cv0.05_cy0.57,318.38811276033834,0.05,0.57
413,BY_y_cv0.05_cy0.58,348.3847555859944,0.05,0.58
414,BY_y_cv0.05_cy0.59,382.7067194099095,0.05,0.59
415,BY_y_cv0.05_cy0.60,422.00410119794265,0.05,0.6
416,BY_y_cv0.05_cy0.61,466.8715250558304,0.05,0.61
417,BY_y_cv0.05_cy0.62,518.1769524245634,0.05,0.62
418,BY_y_cv0.05_cy0.63,577.1265752850359,0.05,0.63
419,BY_y_cv0.05_cy0.64,644.4648020256833,0.05,0.64
420,BY_y_cv0.05_cy0.65,721.4205626420421,0.05,0.65
421,BY_y_cv0.05_cy0.66,809.6728509462006,0.05,0.66
422,BY_y_cv0.05_cy0.67,910.2492327649952,0.05,0.67
423,BY_y_cv0.05_cy0.68,1024.4426541428495,0.05,0.68
424,BY_y_cv0.05_cy0.69,1154.3057325071904,0.05,0.69
425,BY_y_cv0.05_cy0.70,1301.114550478153,0.05,0.7
426,BY_y_cv0.06_cy0.00,55.3515137047949,0.06,0.0
427,BY_y_cv0.06_cy0.01,55.84451891828487,0.06,0.01
428,BY_y_cv0.06_cy0.02,56.36745242788858,0.06,0.02
429,BY_y_cv0.06_cy0.03,56.89569080041747,0.06,0.03
430,BY_y_cv0.06_cy0.04,57.448327025674914,0.06,0.04
431,BY_y_cv0.06_cy0.05,58.01690391520879,0.06,0.05
432,BY_y_cv0.06_cy0.06,58.61907754689182,0.06,0.06
433,BY_y_cv0.06_cy0.07,59.23042272727089,0.06,0.07
434,BY_y_cv0.06_cy0.08,59.86810290020367,0.06,0.08
435,BY_y_cv0.06_cy0.09,60.53247190087204,0.06,0.09
436,BY_y_cv0.06_cy0.10,61.2424324639509,0.06,0.1
437,BY_y_cv0.06_cy0.11,61.956404796572144,0.06,0.11
438,BY_y_cv0.06_cy0.12,62.71601616610933,0.06,0.12
439,BY_y_cv0.06_cy0.13,63.49956946666135,0.06,0.13
440,BY_y_cv0.06_cy0.14,64.32904016867414,0.06,0.14
441,BY_y_cv0.06_cy0.15,65.18139984373902,0.06,0.15
442,BY_y_cv0.06_cy0.16,66.08144421893266,0.06,0.16
443,BY_y_cv0.06_cy0.17,67.02361405918111,0.06,0.17
444,BY_y_cv0.06_cy0.18,68.01308594363873,0.06,0.18
445,BY_y_cv0.06_cy0.19,69.03918379170136,0.06,0.19
446,BY_y_cv0.06_cy0.20,70.13772527757993,0.06,0.2
447,BY_y_cv0.06_cy0.21,71.27985850261594,0.06,0.21
448,BY_y_cv0.06_cy0.22,72.4764329435071,0.06,0.22
449,BY_y_cv0.06_cy0.23,73.73951308337726,0.06,0.23
450,BY_y_cv0.06_cy0.24,75.07121440262236,0.06,0.24
451,BY_y_cv0.06_cy0.25,76.48738737490038,0.06,0.25
452,BY_y_cv0.06_cy0.26,77.9833566686122,0.06,0.26
453,BY_y_cv0.06_cy0.27,79.56980723105463,0.06,0.27
454,BY_y_cv0.06_cy0.28,81.24626304420163,0.06,0.28
455,BY_y_cv0.06_cy0.29,83.03408038803629,0.06,0.29
456,BY_y_cv0.06_cy0.30,84.94126603766856,0.06,0.3
457,BY_y_cv0.06_cy0.31,86.9561477947671,0.06,0.31
458,BY_y_cv0.06_cy0.32,89.13248338362611,0.06,0.32
459,BY_y_cv0.06_cy0.33,91.43610609456118,0.06,0.33
460,BY_y_cv0.06_cy0.34,93.93070161521754,0.06,0.34
461,BY_y_cv0.06_cy0.35,96.61268845105606,0.06,0.35
462,BY_y_cv0.06_cy0.36,99.49162496174505,0.06,0.36
463,BY_y_cv0.06_cy0.37,102.61424545555128,0.06,0.37
464,BY_y_cv0.06_cy0.38,105.99604168971184,0.06,0.38
465,BY_y_cv0.06_cy0.39,109.655054425171,0.06,0.39
466,BY_y_cv0.06_cy0.40,113.6140257752548,0.06,0.4
467,BY_y_cv0.06_cy0.41,117.96619102453532,0.06,0.41
468,BY_y_cv0.06_cy0.42,122.71500955317607,0.06,0.42
469,BY_y_cv0.06_cy0.43,127.95644788874998,0.06,0.43
470,BY_y_cv0.06_cy0.44,133.7034922153189,0.06,0.44
471,BY_y_cv0.06_cy0.45,140.02560608006368,0.06,0.45
472,BY_y_cv0.06_cy0.46,147.0375229533442,0.06,0.46
473,BY_y_cv0.06_cy0.47,154.83775581618627,0.06,0.47
474,BY_y_cv0.06_cy0.48,163.5108828399145,0.06,0.48
475,BY_y_cv0.06_cy0.49,173.16257650395727,0.06,0.49
476,BY_y_cv0.06_cy0.50,183.9602567991832,0.06,0.5
477,BY_y_cv0.06_cy0.51,196.0731176859261,0.06,0.51
478,BY_y_cv0.06_cy0.52,209.72795063057657,0.06,0.52
479,BY_y_cv0.06_cy0.53,225.06316977655715,0.06,0.53
480,BY_y_cv0.06_cy0.54,242.48920941848488,0.06,0.54
481,BY_y_cv0.06_cy0.55,262.1864188376285,0.06,0.55
482,BY_y_cv0.06_cy0.56,284.67083565147783,0.06,0.56
483,BY_y_cv0.06_cy0.57,310.04982747757805,0.06,0.57
484,BY_y_cv0.06_cy0.58,339.13516556502566,0.06,0.58
485,BY_y_cv0.06_cy0.59,372.31695187338033,0.06,0.59
486,BY_y_cv0.06_cy0.60,410.2971936569906,0.06,0.6
487,BY_y_cv0.06_cy0.61,453.6145474715417,0.06,0.61
488,BY_y_cv0.06_cy0.62,503.42245380060496,0.06,0.62
489,BY_y_cv0.06_cy0.63,560.2005923493368,0.06,0.63
490,BY_y_cv0.06_cy0.64,625.5691296750547,0.06,0.64
491,BY_y_cv0.06_cy0.65,700.1467136713653,0.06,0.65
492,BY_y_cv0.06_cy0.66,785.3508139479549,0.06,0.66
493,BY_y_cv0.06_cy0.67,882.9249977811962,0.06,0.67
494,BY_y_cv0.06_cy0.68,993.883277428306,0.06,0.68
495,BY_y_cv0.06_cy0.69,1120.382078296588,0.06,0.69
496,BY_y_cv0.06_cy0.70,1263.496187446677,0.06,0.7
497,BY_y_cv0.07_cy0.00,55.216003775784166,0.07,0.0
498,BY_y_cv0.07_cy0.01,55.713361706942855,0.07,0.01
499,BY_y_cv0.07_cy0.02,56.22629123236821,0.07,0.02
500,BY_y_cv0.07_cy0.03,56.7504687962086,0.07,0.03
501,BY_y_cv0.07_cy0.04,57.28703407071772,0.07,0.04
502,BY_y_cv0.07_cy0.05,57.85640732677221,0.07,0.05
503,BY_y_cv0.07_cy0.06,58.44261143940604,0.07,0.06
504,BY_y_cv0.07_cy0.07,59.043857884069446,0.07,0.07
505,BY_y_cv0.07_cy0.08,59.68496682622918,0.07,0.08
506,BY_y_cv0.07_cy0.09,60.33349770929928,0.07,0.09
507,BY_y_cv0.07_cy0.10,61.023311624641245,0.07,0.1
508,BY_y_cv0.07_cy0.11,61.73628876027616,0.07,0.11
509,BY_y_cv0.07_cy0.12,62.480928840667,0.07,0.12
510,BY_y_cv0.07_cy0.13,63.25166191653898,0.07,0.13
511,BY_y_cv0.07_cy0.14,64.06825849506806,0.07,0.14
512,BY_y_cv0.07_cy0.15,64.90566426710359,0.07,0.15
513,BY_y_cv0.07_cy0.16,65.80359300171821,0.07,0.16
514,BY_y_cv0.07_cy0.17,66.71453339007859,0.07,0.17
515,BY_y_cv0.07_cy0.18,67.68820664735269,0.07,0.18
516,BY_y_cv0.07_cy0.19,68.70027457989708,0.07,0.19
517,BY_y_cv0.07_cy0.20,69.77139716653073,0.07,0.2
518,BY_y_cv0.07_cy0.21,70.89489498361618,0.07,0.21
519,BY_y_cv0.07_cy0.22,72.06283806925858,0.07,0.22
520,BY_y_cv0.07_cy0.23,73.30611361569937,0.07,0.23
521,BY_y_cv0.07_cy0.24,74.62578905579377,0.07,0.24
522,BY_y_cv0.07_cy0.25,76.01488046634823,0.07,0.25
523,BY_y_cv0.07_cy0.26,77.46894230351154,0.07,0.26
524,BY_y_cv0.07_cy0.27,79.02061595211835,0.07,0.27
525,BY_y_cv0.07_cy0.28,80.6584351772599,0.07,0.28
526,BY_y_cv0.07_cy0.29,82.4126975573119,0.07,0.29
527,BY_y_cv0.07_cy0.30,84.2518876235601,0.07,0.3
528,BY_y_cv0.07_cy0.31,86.2385578406653,0.07,0.31
529,BY_y_cv0.07_cy0.32,88.3525310273224,0.07,0.32
530,BY_y_cv0.07_cy0.33,90.60980205161306,0.07,0.33
531,BY_y_cv0.07_cy0.34,93.03559969273208,0.07,0.34
532,BY_y_cv0.07_cy0.35,95.6439256017571,0.07,0.35
533,BY_y_cv0.07_cy0.36,98.43780731438748,0.07,0.36
534,BY_y_cv0.07_cy0.37,101.4834556914475,0.07,0.37
535,BY_y_cv0.07_cy0.38,104.7641390345916,0.07,0.38
536,BY_y_cv0.07_cy0.39,108.3284938881914,0.07,0.39
537,BY_y_cv0.07_cy0.40,112.1916199999496,0.07,0.4
538,BY_y_cv0.07_cy0.41,116.4185093952443,0.07,0.41
539,BY_y_cv0.07_cy0.42,121.02586527495298,0.07,0.42
540,BY_y_cv0.07_cy0.43,126.08752359073767,0.07,0.43
541,BY_y_cv0.07_cy0.44,131.668919393939,0.07,0.44
542,BY_y_cv0.07_cy0.45,137.7745379509699,0.07,0.45
543,BY_y_cv0.07_cy0.46,144.59573620304036,0.07,0.46
544,BY_y_cv0.07_cy0.47,152.15135454894173,0.07,0.47
545,BY_y_cv0.07_cy0.48,160.53521864808354,0.07,0.48
546,BY_y_cv0.07_cy0.49,169.86244098133665,0.07,0.49
547,BY_y_cv0.07_cy0.50,180.3316105072121,0.07,0.5
548,BY_y_cv0.07_cy0.51,192.02244740395605,0.07,0.51
549,BY_y_cv0.07_cy0.52,205.22723430304436,0.07,0.52
550,BY_y_cv0.07_cy0.53,220.09084055325783,0.07,0.53
551,BY_y_cv0.07_cy0.54,236.9518776860863,0.07,0.54
552,BY_y_cv0.07_cy0.55,255.9707272642278,0.07,0.55
553,BY_y_cv0.07_cy0.56,277.6558158347789,0.07,0.56
554,BY_y_cv0.07_cy0.57,302.3331254323097,0.07,0.57
555,BY_y_cv0.07_cy0.58,330.3842398737476,0.07,0.58
556,BY_y_cv0.07_cy0.59,362.5317001815576,0.07,0.59
557,BY_y_cv0.07_cy0.60,399.2001451804536,0.07,0.6
558,BY_y_cv0.07_cy0.61,441.1552335768015,0.07,0.61
559,BY_y_cv0.07_cy0.62,489.30804244014456,0.07,0.62
560,BY_y_cv0.07_cy0.63,544.5067039551948,0.07,0.63
561,BY_y_cv0.07_cy0.64,607.5486216876762,0.07,0.64
562,BY_y_cv0.07_cy0.65,679.9414801989539,0.07,0.65
563,BY_y_cv0.07_cy0.66,762.7310430708253,0.07,0.66
564,BY_y_cv0.07_cy0.67,857.3669163218289,0.07,0.67
565,BY_y_cv0.07_cy0.68,965.3710863398912,0.07,0.68
566,BY_y_cv0.07_cy0.69,1088.2342993043778,0.07,0.69
567,BY_y_cv0.07_cy0.70,1227.7288913854989,0.07,0.7
568,BY_y_cv0.08_cy0.00,55.09351017771569,0.08,0.0
569,BY_y_cv0.08_cy0.01,55.57912738860305,0.08,0.01
570,BY_y_cv0.08_cy0.02,56.07383962314925,0.08,0.02
571,BY_y_cv0.08_cy0.03,56.59987854089778,0.08,0.03
572,BY_y_cv0.08_cy0.04,57.12687950928849,0.08,0.04
573,BY_y_cv0.08_cy0.05,57.6930932753512,0.08,0.05
574,BY_y_cv0.08_cy0.06,58.26120275670966,0.08,0.06
575,BY_y_cv0.08_cy0.07,58.86540926202125,0.08,0.07
576,BY_y_cv0.08_cy0.08,59.49075142114944,0.08,0.08
577,BY_y_cv0.08_cy0.09,60.1345907776822,0.08,0.09
578,BY_y_cv0.08_cy0.10,60.81230967817301,0.08,0.1
579,BY_y_cv0.08_cy0.11,61.51256598454293,0.08,0.11
580,BY_y_cv0.08_cy0.12,62.24807998320394,0.08,0.12
581,BY_y_cv0.08_cy0.13,63.01007416848916,0.08,0.13
582,BY_y_cv0.08_cy0.14,63.81561527194646,0.08,0.14
583,BY_y_cv0.08_cy0.15,64.63320788920755,0.08,0.15
584,BY_y_cv0.08_cy0.16,65.50275330254426,0.08,0.16
585,BY_y_cv0.08_cy0.17,66.41433528915005,0.08,0.17
586,BY_y_cv0.08_cy0.18,67.36317974217802,0.08,0.18
587,BY_y_cv0.08_cy0.19,68.36163117482428,0.08,0.19
588,BY_y_cv0.08_cy0.20,69.41229586604494,0.08,0.2
589,BY_y_cv0.08_cy0.21,70.51514101291231,0.08,0.21
590,BY_y_cv0.08_cy0.22,71.67043319601343,0.08,0.22
591,BY_y_cv0.08_cy0.23,72.89591883738359,0.08,0.23
592,BY_y_cv0.08_cy0.24,74.16184455128878,0.08,0.24
593,BY_y_cv0.08_cy0.25,75.51659542477994,0.08,0.25
594,BY_y_cv0.08_cy0.26,76.96893390541045,0.08,0.26
595,BY_y_cv0.08_cy0.27,78.4795824805826,0.08,0.27
596,BY_y_cv0.08_cy0.28,80.0826426108677,0.08,0.28
597,BY_y_cv0.08_cy0.29,81.77484124480762,0.08,0.29
598,BY_y_cv0.08_cy0.30,83.58625343561853,0.08,0.3
599,BY_y_cv0.08_cy0.31,85.52680721727484,0.08,0.31
600,BY_y_cv0.08_cy0.32,87.58118073268489,0.08,0.32
601,BY_y_cv0.08_cy0.33,89.8014454908338,0.08,0.33
602,BY_y_cv0.08_cy0.34,92.16605963829662,0.08,0.34
603,BY_y_cv0.08_cy0.35,94.69503911811064,0.08,0.35
604,BY_y_cv0.08_cy0.36,97.45303488215797,0.08,0.36
605,BY_y_cv0.08_cy0.37,100.38730730512872,0.08,0.37
606,BY_y_cv0.08_cy0.38,103.59874562638164,0.08,0.38
607,BY_y_cv0.08_cy0.39,107.06252409668888,0.08,0.39
608,BY_y_cv0.08_cy0.40,110.80568417486136,0.08,0.4
609,BY_y_cv0.08_cy0.41,114.91990017718072,0.08,0.41
610,BY_y_cv0.08_cy0.42,119.3787302866178,0.08,0.42
611,BY_y_cv0.08_cy0.43,124.3097710610784,0.08,0.43
612,BY_y_cv0.08_cy0.44,129.70851500406587,0.08,0.44
613,BY_y_cv0.08_cy0.45,135.69332626738088,0.08,0.45
614,BY_y_cv0.08_cy0.46,142.24833749565823,0.08,0.46
615,BY_y_cv0.08_cy0.47,149.5501026201213,0.08,0.47
616,BY_y_cv0.08_cy0.48,157.66890676932437,0.08,0.48
617,BY_y_cv0.08_cy0.49,166.77751611557144,0.08,0.49
618,BY_y_cv0.08_cy0.50,176.87414796123377,0.08,0.5
619,BY_y_cv0.08_cy0.51,188.2708193961766,0.08,0.51
620,BY_y_cv0.08_cy0.52,201.02483991258924,0.08,0.52
621,BY_y_cv0.08_cy0.53,215.44443662546385,0.08,0.53
622,BY_y_cv0.08_cy0.54,231.68602443413604,0.08,0.54
623,BY_y_cv0.08_cy0.55,250.17889512074711,0.08,0.55
624,BY_y_cv0.08_cy0.56,271.096341606058,0.08,0.56
625,BY_y_cv0.08_cy0.57,295.02486283757787,0.08,0.57
626,BY_y_cv0.08_cy0.58,322.1990072566421,0.08,0.58
627,BY_y_cv0.08_cy0.59,353.2557323305284,0.08,0.59
628,BY_y_cv0.08_cy0.60,388.7727292330767,0.08,0.6
629,BY_y_cv0.08_cy0.61,429.4510798275013,0.08,0.61
630,BY_y_cv0.08_cy0.62,476.0011597851806,0.08,0.62
631,BY_y_cv0.08_cy0.63,529.6103534176826,0.08,0.63
632,BY_y_cv0.08_cy0.64,590.9341175659857,0.08,0.64
633,BY_y_cv0.08_cy0.65,661.0454665601678,0.08,0.65
634,BY_y_cv0.08_cy0.66,741.5064951316134,0.08,0.66
635,BY_y_cv0.08_cy0.67,833.4750953950836,0.08,0.67
636,BY_y_cv0.08_cy0.68,938.4265509977816,0.08,0.68
637,BY_y_cv0.08_cy0.69,1058.3428147381676,0.08,0.69
638,BY_y_cv0.08_cy0.70,1194.1419187102204,0.08,0.7
639,BY_y_cv0.09_cy0.00,54.97109757219387,0.09,0.0
640,BY_y_cv0.09_cy0.01,55.440130325606894,0.09,0.01
641,BY_y_cv0.09_cy0.02,55.93481353315584,0.09,0.02
642,BY_y_cv0.09_cy0.03,56.45042492540233,0.09,0.03
643,BY_y_cv0.09_cy0.04,56.98041526110465,0.09,0.04
644,BY_y_cv0.09_cy0.05,57.51835664481749,0.09,0.05
645,BY_y_cv0.09_cy0.06,58.09319458645842,0.09,0.06
646,BY_y_cv0.09_cy0.07,58.68279015693989,0.09,0.07
647,BY_y_cv0.09_cy0.08,59.29410365833028,0.09,0.08
648,BY_y_cv0.09_cy0.09,59.94548493138556,0.09,0.09
649,BY_y_cv0.09_cy0.10,60.60696430387598,0.09,0.1
650,BY_y_cv0.09_cy0.11,61.28844749812215,0.09,0.11
651,BY_y_cv0.09_cy0.12,62.02376853217975,0.09,0.12
652,BY_y_cv0.09_cy0.13,62.76637021189618,0.09,0.13
653,BY_y_cv0.09_cy0.14,63.55410358958688,0.09,0.14
654,BY_y_cv0.09_cy0.15,64.3591492626556,0.09,0.15
655,BY_y_cv0.09_cy0.16,65.22562233244534,0.09,0.16
656,BY_y_cv0.09_cy0.17,66.12120224490428,0.09,0.17
657,BY_y_cv0.09_cy0.18,67.0431235304057,0.09,0.18
658,BY_y_cv0.09_cy0.19,68.03726463034508,0.09,0.19
659,BY_y_cv0.09_cy0.20,69.06628809844115,0.09,0.2
660,BY_y_cv0.09_cy0.21,70.14612133154189,0.09,0.21
661,BY_y_cv0.09_cy0.22,71.28344108040802,0.09,0.22
662,BY_y_cv0.09_cy0.23,72.47411839128836,0.09,0.23
663,BY_y_cv0.09_cy0.24,73.74039364179501,0.09,0.24
664,BY_y_cv0.09_cy0.25,75.0563388715902,0.09,0.25
665,BY_y_cv0.09_cy0.26,76.46047418698055,0.09,0.26
666,BY_y_cv0.09_cy0.27,77.94737036143451,0.09,0.27
667,BY_y_cv0.09_cy0.28,79.5072973327622,0.09,0.28
668,BY_y_cv0.09_cy0.29,81.18050869641957,0.09,0.29
669,BY_y_cv0.09_cy0.30,82.9438718931704,0.09,0.3
670,BY_y_cv0.09_cy0.31,84.83268688393,0.09,0.31
671,BY_y_cv0.09_cy0.32,86.84444967553263,0.09,0.32
672,BY_y_cv0.09_cy0.33,89.00699417245507,0.09,0.33
673,BY_y_cv0.09_cy0.34,91.31674177409296,0.09,0.34
674,BY_y_cv0.09_cy0.35,93.80014949580712,0.09,0.35
675,BY_y_cv0.09_cy0.36,96.47040272252544,0.09,0.36
676,BY_y_cv0.09_cy0.37,99.34889657979146,0.09,0.37
677,BY_y_cv0.09_cy0.38,102.44275550445728,0.09,0.38
678,BY_y_cv0.09_cy0.39,105.81748513366564,0.09,0.39
679,BY_y_cv0.09_cy0.40,109.48434852129212,0.09,0.4
680,BY_y_cv0.09_cy0.41,113.46783404256696,0.09,0.41
681,BY_y_cv0.09_cy0.42,117.81091856180863,0.09,0.42
682,BY_y_cv0.09_cy0.43,122.60800480529394,0.09,0.43
683,BY_y_cv0.09_cy0.44,127.84357473609435,0.09,0.44
684,BY_y_cv0.09_cy0.45,133.64396278442473,0.09,0.45
685,BY_y_cv0.09_cy0.46,140.0310505934262,0.09,0.46
686,BY_y_cv0.09_cy0.47,147.09865471157718,0.09,0.47
687,BY_y_cv0.09_cy0.48,154.97866926532154,0.09,0.48
688,BY_y_cv0.09_cy0.49,163.76088845766392,0.09,0.49
689,BY_y_cv0.09_cy0.50,173.61009231553348,0.09,0.5
690,BY_y_cv0.09_cy0.51,184.632267807688,0.09,0.51
691,BY_y_cv0.09_cy0.52,196.98841581104557,0.09,0.52
692,BY_y_cv0.09_cy0.53,210.96910956289216,0.09,0.53
693,BY_y_cv0.09_cy0.54,226.77090667405972,0.09,0.54
694,BY_y_cv0.09_cy0.55,244.6456404668224,0.09,0.55
695,BY_y_cv0.09_cy0.56,264.9486600241162,0.09,0.56
696,BY_y_cv0.09_cy0.57,288.0159916258523,0.09,0.57
697,BY_y_cv0.09_cy0.58,314.51404258300744,0.09,0.58
698,BY_y_cv0.09_cy0.59,344.5913381345953,0.09,0.59
699,BY_y_cv0.09_cy0.60,378.957998849015,0.09,0.6
700,BY_y_cv0.09_cy0.61,418.4584714806406,0.09,0.61
701,BY_y_cv0.09_cy0.62,463.6849008516929,0.09,0.62
702,BY_y_cv0.09_cy0.63,515.605034161574,0.09,0.63
703,BY_y_cv0.09_cy0.64,575.0825347723661,0.09,0.64
704,BY_y_cv0.09_cy0.65,643.3263787389662,0.09,0.65
705,BY_y_cv0.09_cy0.66,721.7143273704918,0.09,0.66
706,BY_y_cv0.09_cy0.67,810.9558907477206,0.09,0.67
707,BY_y_cv0.09_cy0.68,913.317876726116,0.09,0.68
708,BY_y_cv0.09_cy0.69,1030.0325355121815,0.09,0.69
709,BY_y_cv0.09_cy0.70,1162.4699754780806,0.09,0.7
710,BY_y_cv0.10_cy0.00,54.83287696500848,0.1,0.0
711,BY_y_cv0.10_cy0.01,55.30202685988333,0.1,0.01
712,BY_y_cv0.10_cy0.02,55.78622737777079,0.1,0.02
713,BY_y_cv0.10_cy0.03,56.29918951552918,0.1,0.03
714,BY_y_cv0.10_cy0.04,56.81255093004039,0.1,0.04
715,BY_y_cv0.10_cy0.05,57.36574814443484,0.1,0.05
716,BY_y_cv0.10_cy0.06,57.92510436475042,0.1,0.06
717,BY_y_cv0.10_cy0.07,58.50072883333143,0.1,0.07
718,BY_y_cv0.10_cy0.08,59.11094644154091,0.1,0.08
719,BY_y_cv0.10_cy0.09,59.75082340445897,0.1,0.09
720,BY_y_cv0.10_cy0.10,60.403648639384855,0.1,0.1
721,BY_y_cv0.10_cy0.11,61.0761503561098,0.1,0.11
722,BY_y_cv0.10_cy0.12,61.78090435701452,0.1,0.12
723,BY_y_cv0.10_cy0.13,62.51893757497928,0.1,0.13
724,BY_y_cv0.10_cy0.14,63.2958940400149,0.1,0.14
725,BY_y_cv0.10_cy0.15,64.09885369165275,0.1,0.15
726,BY_y_cv0.10_cy0.16,64.9556594600148,0.1,0.16
727,BY_y_cv0.10_cy0.17,65.83992565614935,0.1,0.17
728,BY_y_cv0.10_cy0.18,66.74617184378111,0.1,0.18
729,BY_y_cv0.10_cy0.19,67.7075262359522,0.1,0.19
730,BY_y_cv0.10_cy0.20,68.7245771072696,0.1,0.2
731,BY_y_cv0.10_cy0.21,69.79129296687769,0.1,0.21
732,BY_y_cv0.10_cy0.22,70.89191364536929,0.1,0.22
733,BY_y_cv0.10_cy0.23,72.06739944056628,0.1,0.23
734,BY_y_cv0.10_cy0.24,73.30575206742105,0.1,0.24
735,BY_y_cv0.10_cy0.25,74.59918506298673,0.1,0.25
736,BY_y_cv0.10_cy0.26,75.97937934576512,0.1,0.26
737,BY_y_cv0.10_cy0.27,77.42393123678848,0.1,0.27
738,BY_y_cv0.10_cy0.28,78.95875766886657,0.1,0.28
739,BY_y_cv0.10_cy0.29,80.58937622223966,0.1,0.29
740,BY_y_cv0.10_cy0.30,82.3363116601544,0.1,0.3
741,BY_y_cv0.10_cy0.31,84.168516683692,0.1,0.31
742,BY_y_cv0.10_cy0.32,86.13838922470714,0.1,0.32
743,BY_y_cv0.10_cy0.33,88.25006119996453,0.1,0.33
744,BY_y_cv0.10_cy0.34,90.50741938478622,0.1,0.34
745,BY_y_cv0.10_cy0.35,92.91259948434748,0.1,0.35
746,BY_y_cv0.10_cy0.36,95.51301691160025,0.1,0.36
747,BY_y_cv0.10_cy0.37,98.31544875004457,0.1,0.37
748,BY_y_cv0.10_cy0.38,101.35609235696704,0.1,0.38
749,BY_y_cv0.10_cy0.39,104.63649673852126,0.1,0.39
750,BY_y_cv0.10_cy0.40,108.20554723674668,0.1,0.4
751,BY_y_cv0.10_cy0.41,112.07944942821416,0.1,0.41
752,BY_y_cv0.10_cy0.42,116.32744648328882,0.1,0.42
753,BY_y_cv0.10_cy0.43,120.99514216907976,0.1,0.43
754,BY_y_cv0.10_cy0.44,126.06124628797684,0.1,0.44
755,BY_y_cv0.10_cy0.45,131.69991009158625,0.1,0.45
756,BY_y_cv0.10_cy0.46,137.8996819767994,0.1,0.46
757,BY_y_cv0.10_cy0.47,144.77661557314337,0.1,0.47
758,BY_y_cv0.10_cy0.48,152.42317089899956,0.1,0.48
759,BY_y_cv0.10_cy0.49,160.9471569238082,0.1,0.49
760,BY_y_cv0.10_cy0.50,170.53592097013168,0.1,0.5
761,BY_y_cv0.10_cy0.51,181.173757923606,0.1,0.51
762,BY_y_cv0.10_cy0.52,193.21601419859616,0.1,0.52
763,BY_y_cv0.10_cy0.53,206.71744009311007,0.1,0.53
764,BY_y_cv0.10_cy0.54,222.0123419960088,0.1,0.54
765,BY_y_cv0.10_cy0.55,239.3768088162004,0.1,0.55
766,BY_y_cv0.10_cy0.56,259.0755703170972,0.1,0.56
767,BY_y_cv0.10_cy0.57,281.5741372190284,0.1,0.57
768,BY_y_cv0.10_cy0.58,307.09661767474887,0.1,0.58
769,BY_y_cv0.10_cy0.59,336.36060181980304,0.1,0.59
770,BY_y_cv0.10_cy0.60,369.7127109695385,0.1,0.6
771,BY_y_cv0.10_cy0.61,408.1146995352465,0.1,0.61
772,BY_y_cv0.10_cy0.62,451.93588697852863,0.1,0.62
773,BY_y_cv0.10_cy0.63,502.3824060979071,0.1,0.63
774,BY_y_cv0.10_cy0.64,560.3059871405609,0.1,0.64
775,BY_y_cv0.10_cy0.65,626.531879019059,0.1,0.65
776,BY_y_cv0.10_cy0.66,702.5722363138217,0.1,0.66
777,BY_y_cv0.10_cy0.67,789.8225196013825,0.1,0.67
778,BY_y_cv0.10_cy0.68,889.4071912476498,0.1,0.68
779,BY_y_cv0.10_cy0.69,1003.1134316538962,0.1,0.69
780,BY_y_cv0.10_cy0.70,1132.545155294938,0.1,0.7
781,BY_y_cv0.11_cy0.00,54.70605646113309,0.11,0.0
782,BY_y_cv0.11_cy0.01,55.16820520774891,0.11,0.01
783,BY_y_cv0.11_cy0.02,55.64288067136477,0.11,0.02
784,BY_y_cv0.11_cy0.03,56.14331847119138,0.11,0.03
785,BY_y_cv0.11_cy0.04,56.667192009083934,0.11,0.04
786,BY_y_cv0.11_cy0.05,57.19915024122257,0.11,0.05
787,BY_y_cv0.11_cy0.06,57.75333642604892,0.11,0.06
788,BY_y_cv0.11_cy0.07,58.32811371810295,0.11,0.07
789,BY_y_cv0.11_cy0.08,58.93624711409485,0.11,0.08
790,BY_y_cv0.11_cy0.09,59.54707434996963,0.11,0.09
791,BY_y_cv0.11_cy0.10,60.18862618380008,0.11,0.1
792,BY_y_cv0.11_cy0.11,60.86342093352179,0.11,0.11
793,BY_y_cv0.11_cy0.12,61.562068874171935,0.11,0.12
