,combination,extinction_size
415,BY_y_cv0.04_cy0.11,174.28438315099197
416,BY_y_cv0.04_cy0.12,174.26607195807668
417,BY_y_cv0.04_cy0.13,174.2527509188916
418,BY_y_cv0.04_cy0.14,174.26229007096427
419,BY_y_cv0.04_cy0.15,174.2729734153234
420,BY_y_cv0.04_cy0.16,174.22611088075337
421,BY_y_cv0.04_cy0.17,174.24324633349372
422,BY_y_cv0.04_cy0.18,174.22532242866455
423,BY_y_cv0.04_cy0.19,174.23179419489335
424,BY_y_cv0.04_cy0.20,174.23649675004708
425,BY_y_cv0.04_cy0.21,174.24120975674506
426,BY_y_cv0.04_cy0.22,174.24592909849764
427,BY_y_cv0.04_cy0.23,174.21352363369152
428,BY_y_cv0.04_cy0.24,174.19115296265247
429,BY_y_cv0.04_cy0.25,174.1913661881532
430,BY_y_cv0.04_cy0.26,174.19019029778957
431,BY_y_cv0.04_cy0.27,174.19333557697212
432,BY_y_cv0.04_cy0.28,174.19532487572653
433,BY_y_cv0.04_cy0.29,174.20095205393156
434,BY_y_cv0.04_cy0.30,174.18371295412652
435,BY_y_cv0.04_cy0.31,174.17241714931845
436,BY_y_cv0.04_cy0.32,174.16682082699265
437,BY_y_cv0.04_cy0.33,174.16120197857185
438,BY_y_cv0.04_cy0.34,174.15554438928305
439,BY_y_cv0.04_cy0.35,174.14988089471646
440,BY_y_cv0.04_cy0.36,174.1441953107908
441,BY_y_cv0.04_cy0.37,174.13848780291337
442,BY_y_cv0.04_cy0.38,174.1327585378684
443,BY_y_cv0.04_cy0.39,174.12699034854998
444,BY_y_cv0.04_cy0.40,174.13121838356676
445,BY_y_cv0.04_cy0.41,174.1252321469148
446,BY_y_cv0.04_cy0.42,174.11942068385198
447,BY_y_cv0.04_cy0.43,174.11356977642282
448,BY_y_cv0.04_cy0.44,174.10771693286807
449,BY_y_cv0.04_cy0.45,174.10184370730224
450,BY_y_cv0.04_cy0.46,174.09595030929634
451,BY_y_cv0.04_cy0.47,174.090016712109
452,BY_y_cv0.04_cy0.48,174.08153967441032
453,BY_y_cv0.04_cy0.49,174.0755871653066
454,BY_y_cv0.04_cy0.50,174.0806205564712
455,BY_y_cv0.04_cy0.51,174.0746291447216
456,BY_y_cv0.04_cy0.52,174.06861891610592
457,BY_y_cv0.04_cy0.53,174.0625673021121
458,BY_y_cv0.04_cy0.54,174.05652016365926
459,BY_y_cv0.04_cy0.55,174.0504549454736
460,BY_y_cv0.04_cy0.56,174.0443719008494
461,BY_y_cv0.04_cy0.57,174.0778544125091
462,BY_y_cv0.04_cy0.58,174.0717343746228
463,BY_y_cv0.04_cy0.59,174.08554440582998
464,BY_y_cv0.04_cy0.60,174.07938935486473
465,BY_y_cv0.04_cy0.61,174.07321777687997
466,BY_y_cv0.04_cy0.62,174.06702995129763
467,BY_y_cv0.04_cy0.63,174.04810844893237
468,BY_y_cv0.04_cy0.64,174.04881598581088
469,BY_y_cv0.04_cy0.65,174.0373397873986
470,BY_y_cv0.04_cy0.66,174.03635638998497
471,BY_y_cv0.04_cy0.67,174.0300951414047
472,BY_y_cv0.04_cy0.68,174.02381928093712
473,BY_y_cv0.04_cy0.69,174.01752927463315
474,BY_y_cv0.04_cy0.70,174.04132720958333
475,BY_y_cv0.04_cy0.71,174.0350083601718
476,BY_y_cv0.04_cy0.72,174.02867612690207
477,BY_y_cv0.04_cy0.73,174.02233081375124
478,BY_y_cv0.04_cy0.74,174.01597272890015
479,BY_y_cv0.04_cy0.75,174.00960218210022
480,BY_y_cv0.04_cy0.76,174.00321948333516
481,BY_y_cv0.04_cy0.77,173.99038842388876
482,BY_y_cv0.04_cy0.78,173.9839845881574
483,BY_y_cv0.04_cy0.79,173.9728846582648
484,BY_y_cv0.04_cy0.80,173.97310479589032
485,BY_y_cv0.04_cy0.81,173.96666833305335
486,BY_y_cv0.04_cy0.82,173.96022166746664
487,BY_y_cv0.04_cy0.83,173.95427450277964
